vehicle_id,vehicle_type,make,year,total_km,avg_daily_km,last_oil_change_km,days_since_oil_change,last_oil_filter_change_km,days_since_oil_filter_change,last_fuel_filter_change_km,days_since_fuel_filter_change,last_fuel_pump_change_km,days_since_fuel_pump_change,last_battery_change_km,days_since_battery_change,last_spark_plugs_change_km,days_since_spark_plugs_change,last_shock_absorbers_change_km,days_since_shock_absorbers_change,last_brake_fluid_change_km,days_since_brake_fluid_change,last_brake_pads_change_km,days_since_brake_pads_change,last_tires_change_km,days_since_tires_change,last_coolant_change_km,days_since_coolant_change,last_water_pump_change_km,days_since_water_pump_change,last_radiator_change_km,days_since_radiator_change,last_transmission_fluid_change_km,days_since_transmission_fluid_change,driving_condition,target_days_to_next_maintenance
136,Car,Honda,2005,1137386,190,1132535,26,1128326,47,1133849,19,1018108,628,1127377,53,1105368,169,1109004,149,1101285,190,1102106,186,1111736,135,1058119,417,1020097,618,1113268,127,1114462,121,Highway,78
137,Bus,Iveco,2002,2453633,355,2446849,19,2451314,7,2449934,11,2384527,195,2378146,212,2423541,85,2418953,98,2422225,88,2432500,60,2450666,8,2385001,193,2351998,286,2390315,178,2393113,170,Urban,57
138,Truck,Scania,2025,3444,212,3410,0,0,45,0,196,0,194,2246,5,0,143,0,295,0,31,0,139,3200,1,0,17,0,292,0,213,0,313,Mixed,55
139,Bus,Volvo,2013,1349862,377,1342193,20,1348260,4,1311327,102,1345729,11,1231185,315,1349811,0,1263957,228,1315284,92,1341926,21,1290610,157,1313996,95,1270961,209,1237626,298,1317843,85,Mixed,31
140,Bus,Scania,2011,1089913,261,1086885,12,1086970,11,1062610,104,912057,682,1011535,300,1088887,4,1042439,182,1039085,195,1061964,107,1081265,33,1064333,98,1069542,78,1049190,156,1087976,8,Mixed,75
141,Car,Honda,2020,88648,57,80139,148,85383,58,69986,327,75789,224,51740,646,71328,302,59164,516,78708,177,50712,665,87934,11,82126,112,0,1575,55938,575,28103,1060,Urban,41
142,Truck,Mercedes,2022,84852,100,77707,71,76911,80,44938,398,17026,679,65308,194,9394,755,0,878,66505,184,44862,401,34407,504,48644,363,54975,298,75161,98,51693,332,Mixed,53
143,Car,BMW,2019,219552,123,214026,44,210324,75,203768,128,71077,1206,118578,821,150540,561,150296,562,214107,45,192248,221,216341,26,139924,648,113800,860,179806,324,156077,516,Urban,40
144,Car,Toyota,2009,858796,178,855554,18,851602,40,827184,178,686566,967,849266,53,812010,263,812137,263,837490,120,852810,33,809489,277,782356,430,832051,150,750411,609,825945,184,Mixed,69
145,Car,Ford,2015,565494,186,556518,49,563593,10,527682,203,543279,119,475904,481,490729,402,514429,275,549921,83,527299,205,561003,24,547817,95,458570,575,458780,574,479365,463,Highway,37
146,Bus,Volvo,2016,551614,206,544815,33,547271,21,522158,143,506832,217,537288,69,536629,73,519847,155,527149,119,523624,136,503045,236,525630,126,442008,532,397317,749,549983,9,Urban,75
147,Car,Honda,2009,708000,148,706573,10,699391,58,683418,166,643502,436,681666,178,671231,249,637911,473,649827,393,685984,149,674239,229,681710,178,630125,526,671143,249,664827,291,Mixed,53
148,Truck,Scania,2021,273040,227,267712,24,267677,24,237472,158,229862,190,162464,487,243841,129,202871,309,248570,108,237158,158,229034,194,222683,222,254641,81,211526,271,243137,132,Highway,45
149,Bus,Volvo,2009,1204002,251,1198741,21,1198249,23,1196803,29,1143483,241,1106608,388,1188760,61,1200721,13,1192920,44,1187334,66,1166112,151,1125875,311,1162857,164,1031601,687,1199033,20,Mixed,87
150,Truck,Scania,2020,343695,231,342248,6,340271,15,319107,106,339122,19,266960,332,323186,89,278375,282,326192,76,301497,183,322083,93,274669,299,297756,199,282500,264,263912,345,Urban,88
151,Bus,MAN,2021,480544,398,474551,15,478321,6,434736,115,418811,155,462867,44,475725,12,472661,20,460969,49,447097,84,438346,106,408764,180,385609,239,425665,138,416119,162,Urban,53
152,Car,Toyota,2012,432084,109,427519,42,431406,7,429575,23,361629,647,379148,485,429779,21,385109,431,427896,40,422017,90,402482,271,359379,665,386544,417,287181,1331,391146,373,Urban,75
153,Bus,MAN,2017,455628,189,447160,45,452111,19,444127,61,312475,758,371264,447,402215,282,434040,113,404976,268,440150,82,447818,42,452083,19,440352,81,311389,763,391647,338,Urban,66
154,Truck,Scania,2011,826229,197,819843,32,821053,26,783702,216,691029,686,733869,469,791437,175,776760,252,779954,235,818119,42,823422,14,825686,3,725077,513,703969,621,741216,431,Mixed,85
155,Car,Honda,2002,753333,108,743898,88,746557,62,727139,243,648876,967,718777,320,747818,51,734236,176,746914,60,743575,91,712136,381,730887,206,648791,968,632810,1117,703532,461,Mixed,82
156,Car,Ford,2018,380423,183,377226,18,374660,31,373590,37,209795,932,277427,563,329709,278,380218,0,327967,287,348351,176,344721,195,372483,44,289004,500,339922,220,354229,143,Highway,72
157,Bus,Scania,2013,742424,207,736321,29,738484,19,733912,42,645994,466,644818,472,679315,305,707722,168,736154,30,703362,188,698895,211,713445,140,632434,531,642111,485,736481,29,Mixed,85
158,Car,BMW,2002,563046,82,557874,62,554612,103,532086,379,484317,960,477867,1039,555479,93,475977,1065,511073,635,546714,202,558602,56,501175,757,506682,688,518133,548,522936,490,Highway,44
159,Truck,Ford,2021,135549,118,133489,17,128839,56,101906,285,31264,884,50684,718,88698,397,92658,363,84204,436,124908,90,88882,395,99452,307,59453,646,77678,491,59745,643,Highway,72
160,Car,Honda,2001,974518,137,967752,49,969596,36,929015,332,800119,1272,879999,690,921362,388,901296,534,928827,335,927140,346,958210,119,960187,103,864394,803,795423,1307,948201,192,Urban,59
161,Bus,MAN,2019,695104,387,690745,11,686681,22,659874,91,643765,133,598909,248,616961,202,633955,158,658104,96,669560,66,686319,23,681964,34,677639,45,648175,121,628608,172,Highway,85
162,Bus,Iveco,2009,1690854,351,1681986,25,1688709,6,1673533,49,1563456,363,1608569,234,1611525,226,1642736,137,1662342,81,1671056,56,1660587,86,1687704,9,1657747,94,1663770,77,1622890,193,Mixed,44
163,Car,Ford,2008,292821,57,284490,143,285959,120,287771,90,184740,1898,292584,2,288480,77,228254,1133,259427,585,287015,103,270447,391,259024,593,279157,240,140434,2671,264691,494,Mixed,44
164,Truck,MAN,2025,0,214,0,30,0,33,0,174,0,32,0,87,0,134,0,120,0,191,0,161,0,169,0,323,0,216,0,815,0,201,Urban,78
165,Truck,Scania,2002,829429,121,828619,6,825488,33,821456,66,752325,637,779605,411,753731,627,820087,78,786986,353,819144,85,770636,486,760001,575,816778,104,657434,1421,785590,362,Highway,67
166,Bus,MAN,2001,1919105,267,1913657,20,1909535,36,1869353,186,1864975,203,1875176,164,1841406,291,1833054,322,1863314,209,1899721,73,1871344,179,1868351,190,1800753,443,1821302,366,1874774,166,Mixed,46
167,Truck,Scania,2022,215911,230,207837,35,209941,25,205786,44,151285,281,164887,222,191160,108,198261,76,167655,210,194521,93,187899,122,185840,131,124625,397,80009,591,142507,319,Urban,51
168,Truck,Volvo,2002,1168988,169,1161992,42,1163352,33,1136653,191,1109005,356,1159462,55,1098332,418,1088021,479,1167381,10,1138539,181,1117822,303,1110960,343,1052321,690,1003618,979,1096782,427,Highway,57
169,Bus,Volvo,2013,1037285,286,1034580,9,1027774,33,1003856,117,872288,577,967957,242,1025793,40,1005367,111,1016134,74,998537,135,986451,178,996599,142,976854,211,1027238,35,995795,145,Mixed,34
170,Bus,Iveco,2022,315624,350,312555,9,310355,15,310420,15,231678,240,274587,117,311151,13,238592,220,289098,76,308688,20,277953,108,310441,15,235794,228,279047,105,310175,16,Urban,57
171,Truck,Volvo,2007,1162918,217,1154029,40,1161935,5,1115684,218,1145370,80,1157325,26,1102951,276,1133566,136,1157183,26,1121353,191,1147442,70,1104975,267,1057405,487,1027460,624,1161402,7,Highway,75
172,Truck,MAN,2005,1246432,208,1236858,46,1239032,36,1200267,222,1105375,679,1230590,76,1239108,35,1211486,168,1208215,184,1201807,214,1212260,165,1193280,255,1185313,294,1189579,273,1200322,222,Mixed,58
173,Car,Ford,2023,39219,69,29423,141,35473,54,26878,180,0,1157,24317,217,38499,10,0,642,21709,255,34191,71,0,677,0,716,38098,15,0,1964,0,734,Mixed,87
174,Car,Ford,2019,312606,175,311081,9,304132,48,309391,19,294405,104,267634,257,309934,15,224115,505,272243,231,267289,259,304093,49,286641,149,258344,311,198420,653,247306,374,Urban,46
175,Car,Hyundai,2018,282446,134,277171,40,282435,1,266330,120,244332,284,182081,750,265537,126,239646,320,229167,398,250680,237,248956,249,215355,501,192175,673,106373,1314,205329,575,Mixed,74
176,Truck,Volvo,2005,1207690,201,1201730,29,1204482,16,1200274,37,1125047,411,1105044,510,1181061,133,1203793,19,1162935,223,1187789,100,1151031,282,1178934,143,1204326,17,1063126,720,1127682,398,Highway,42
177,Bus,Mercedes,2024,67359,230,59140,35,59271,35,63197,18,0,396,0,370,0,330,67230,0,30559,160,52803,63,7843,259,20132,205,0,362,21307,200,12,293,Mixed,61
178,Car,BMW,2000,1240902,165,1231210,58,1237916,19,1198145,258,1173040,412,1214343,162,1178347,379,1164071,466,1219653,129,1198793,256,1224687,99,1183376,348,1175053,399,1187552,324,1204334,223,Mixed,61
179,Car,Toyota,2003,610170,91,606209,43,603933,69,607148,34,512541,1073,534145,836,553590,622,562472,524,595729,160,604999,57,598306,131,583284,298,532875,848,525877,927,536814,804,Mixed,71
180,Bus,Scania,2017,619742,258,611429,32,610572,35,571136,188,471576,575,592970,104,578571,160,539374,312,591122,111,596235,92,598305,83,580757,151,517063,398,615976,15,534312,331,Mixed,74
181,Bus,MAN,2003,1761943,267,1754640,28,1760568,5,1731123,116,1681199,302,1754200,29,1691031,266,1718942,161,1712071,187,1714388,178,1731615,113,1761724,0,1738730,87,1705604,211,1750542,43,Urban,42
182,Bus,MAN,2004,1993130,316,1987690,17,1988590,14,1988463,15,1977107,51,1897022,304,1921393,227,1985801,23,1973314,63,1977455,50,1940092,168,1931204,196,1887617,334,1978272,47,1965664,87,Highway,85
183,Truck,Volvo,2004,1734493,274,1730350,15,1728185,23,1719143,56,1672656,226,1697616,135,1669493,237,1668511,241,1702066,118,1702337,117,1676523,212,1699062,130,1673144,224,1661906,265,1734292,1,Urban,78
184,Bus,Mercedes,2005,1901380,317,1897881,11,1894656,21,1880190,67,1848597,166,1871410,95,1824025,244,1864935,115,1897295,13,1871955,93,1886487,47,1878267,73,1861852,124,1813761,277,1840982,190,Highway,85
185,Bus,MAN,2018,652356,309,648653,12,648782,12,615330,120,510629,459,611199,133,578389,239,564097,285,621676,99,606798,147,605546,152,618808,108,545513,346,626652,83,641430,35,Urban,70
186,Car,Hyundai,2004,909214,145,905391,27,900565,60,885276,165,794199,794,803398,729,838198,489,851185,402,875958,228,893722,106,868632,281,879011,208,848546,418,844896,444,899017,69,Highway,33
187,Truck,MAN,2015,379839,125,371145,70,371400,67,330839,393,202839,1415,278573,810,307552,578,376342,27,362531,137,339630,323,365780,114,356458,187,306612,586,262171,941,362686,136,Highway,74
188,Bus,Scania,2022,265488,298,256331,31,261629,13,234184,105,120484,487,261236,14,220151,152,183206,276,238555,91,263933,5,240674,84,233533,107,170399,319,121960,482,186257,266,Urban,51
189,Car,Honda,2000,1318156,175,1315269,16,1316661,8,1276125,240,1217455,576,1257679,345,1312951,30,1247755,404,1303485,84,1313318,28,1284472,193,1297960,115,1234093,480,1147377,976,1246711,408,Highway,72
190,Truck,Scania,2009,864419,180,859203,29,862931,9,862668,10,793003,397,773467,506,860978,19,824095,223,806996,319,821934,236,847652,94,801612,349,855262,50,711594,848,788070,424,Highway,82
191,Truck,Ford,2012,828659,215,826102,12,824333,20,779533,229,750786,362,720583,502,784244,206,791285,174,819582,42,799302,136,771475,266,782369,215,814341,67,658645,791,823578,24,Highway,85
192,Truck,Ford,2023,83690,134,79328,33,81657,14,73897,73,68173,117,58579,187,81295,17,51709,238,34943,364,73793,73,28505,410,40372,323,40005,326,0,1218,32797,380,Highway,42
193,Bus,Mercedes,2004,1374112,219,1371880,11,1371197,14,1330823,198,1340290,155,1320789,244,1307253,304,1345801,130,1339397,158,1339988,155,1331413,195,1321619,240,1306078,309,1359853,65,1314859,270,Mixed,38
194,Bus,Volvo,2002,1603648,232,1600558,13,1600065,16,1583342,88,1432151,739,1562830,176,1534583,297,1537391,285,1566397,160,1601074,11,1548679,237,1559101,192,1519396,363,1523585,345,1536616,289,Mixed,30
195,Bus,MAN,2010,1762819,391,1755054,20,1762737,0,1738565,62,1758577,11,1727695,90,1689211,188,1677537,218,1703744,151,1749736,33,1745597,44,1738267,63,1699711,161,1705432,147,1688173,191,Highway,84
196,Car,Hyundai,2015,234665,78,230506,54,225789,115,212740,281,79512,1987,130977,1330,156110,1008,165692,883,213878,267,221349,172,197372,479,165567,885,160175,955,190622,567,226501,105,Mixed,38
197,Bus,Iveco,2006,1492689,261,1484769,30,1483972,33,1458172,132,1434727,222,1406111,332,1462347,116,1442384,192,1485653,27,1449065,167,1452534,154,1461115,121,1447780,172,1412192,309,1450507,162,Mixed,78
198,Truck,Scania,2013,652621,183,644934,41,648213,24,615637,202,535613,639,549195,566,602334,274,608959,239,610937,228,609894,233,615387,203,580289,395,591307,336,591846,332,638384,77,Urban,86
199,Truck,Ford,2003,1828264,279,1818809,34,1827706,2,1794865,120,1705722,439,1727274,362,1762790,235,1817206,40,1779183,176,1804531,85,1770870,206,1779060,177,1726197,366,1657883,611,1756547,257,Highway,72
200,Bus,Scania,2010,918209,204,911915,31,916057,10,880750,184,911060,35,838006,393,881251,181,842487,372,893862,119,872594,224,876823,202,850273,333,828716,439,810245,530,893198,123,Urban,68
201,Bus,Volvo,2018,361181,170,353379,45,358586,14,338168,136,276147,501,304205,335,315218,271,357105,25,337779,138,320665,238,348170,77,290097,418,300808,356,240363,710,341397,116,Mixed,30
202,Bus,Iveco,2004,947258,150,943533,25,942352,32,900663,310,911672,238,933941,89,926978,135,891102,374,910114,247,926010,142,922279,167,916666,204,848690,657,903572,291,913454,226,Highway,54
203,Car,Toyota,2006,1011940,178,1011382,2,1009381,14,1000140,67,900943,624,979889,179,968295,245,934853,433,983677,159,1007938,22,967199,251,1004520,42,947600,361,930852,456,935820,428,Mixed,54
204,Car,Honda,2019,197836,111,193331,41,192182,51,148422,445,190096,70,119886,702,151572,417,163783,305,163852,305,182945,133,181519,148,196625,10,99564,885,48356,1346,162626,317,Urban,43
205,Car,BMW,2011,383813,93,379477,48,382849,9,343708,433,278113,1137,373698,110,322270,661,296177,943,382145,19,340388,468,346442,401,352928,331,295808,947,309609,797,339178,480,Urban,71
206,Car,Hyundai,2022,47825,55,38148,178,47161,9,6918,743,0,2259,2405,824,7829,728,0,1123,0,903,40560,135,0,1076,7843,725,0,1060,0,1546,0,1282,Urban,61
207,Bus,MAN,2006,1551023,272,1546927,15,1550320,2,1505565,167,1437468,418,1520203,113,1494894,207,1545079,22,1496338,202,1514281,135,1506248,165,1509936,151,1533019,66,1457516,344,1483010,250,Mixed,75
208,Truck,MAN,2016,606133,223,602096,19,601798,19,576610,133,559304,211,532750,329,528498,349,580387,116,557567,218,591155,67,551586,245,595084,50,506108,448,431476,783,520166,386,Urban,87
209,Car,BMW,2007,622278,115,618740,31,618740,31,616588,49,593219,253,584709,328,545056,672,539119,722,610453,104,582479,346,598743,204,572689,432,613065,81,612928,82,565060,498,Urban,43
210,Truck,MAN,2005,1179108,196,1172432,34,1176703,12,1161608,89,1096982,419,1084628,481,1162905,82,1157023,113,1150697,144,1136890,216,1169916,47,1133695,231,1155182,122,1158874,104,1135511,223,Urban,65
211,Bus,MAN,2019,312819,173,303057,56,304284,48,277392,205,134451,1031,296393,96,251739,353,265838,271,308221,27,295282,102,301719,64,267137,264,237546,436,165173,854,248565,371,Mixed,83
212,Car,Ford,2005,489555,82,479822,120,484970,59,478613,135,318076,2092,460465,355,455305,418,466349,282,435841,655,477418,147,433445,682,411039,957,442940,568,343434,1781,471922,217,Highway,48
213,Bus,Mercedes,2005,1578650,263,1573230,20,1573561,19,1540164,146,1544033,132,1482669,365,1518592,228,1561135,67,1573654,19,1537062,159,1559634,72,1530439,183,1466560,426,1555310,89,1506248,275,Mixed,56
214,Truck,Mercedes,2005,1549665,259,1548972,3,1546051,14,1546354,13,1404392,561,1471989,300,1480987,265,1507870,161,1502298,183,1546767,11,1532253,66,1474210,291,1525354,94,1428046,469,1526756,89,Urban,88
215,Car,Hyundai,2002,532980,76,523501,125,532445,6,496366,483,517722,199,431059,1341,469643,835,448043,1119,511083,287,483352,652,479583,702,471570,807,509501,311,423338,1442,483188,655,Mixed,65
216,Bus,Volvo,2022,243057,272,236071,25,239281,14,214799,104,160727,302,206960,133,241286,6,206597,134,195982,173,221848,78,228956,52,207864,129,225160,66,242707,1,224540,68,Highway,71
217,Bus,Volvo,2009,836822,176,831131,32,833075,21,824814,68,799425,212,810565,150,815723,120,801447,200,779646,325,833095,21,832069,27,803474,189,787496,281,749730,495,751135,488,Mixed,86
218,Car,Hyundai,2019,110668,63,102398,131,102816,126,79536,493,0,2256,14225,1528,44875,1046,105117,87,76624,539,97729,206,77118,534,79225,499,89653,336,0,1823,24795,1363,Urban,34
219,Bus,Iveco,2018,636905,308,633555,11,629283,25,605551,102,495519,459,595044,136,589432,154,571917,211,617437,63,618460,59,617803,62,607320,96,549788,283,504309,430,611585,82,Urban,69
220,Truck,Mercedes,2002,726513,105,723053,31,721032,52,689939,348,559131,1594,679213,451,647927,748,668621,552,726298,1,700612,247,695760,292,675316,489,684522,401,693448,315,653671,694,Mixed,36
221,Bus,Volvo,2015,645582,215,636101,44,638398,34,641141,21,501662,668,575261,327,615193,142,564622,376,621213,113,645597,0,619339,122,590596,256,613711,148,468612,823,641162,21,Highway,81
222,Bus,Mercedes,2010,1483930,330,1477331,20,1481599,7,1450431,101,1461436,68,1364747,361,1421763,189,1400758,252,1433997,151,1446948,112,1439037,136,1472848,34,1480525,11,1330352,465,1441100,130,Highway,70
223,Truck,Ford,2013,662430,185,658578,21,660031,13,658411,22,549742,609,586793,408,630730,171,626557,195,660273,12,656155,34,643343,103,594865,365,551850,597,542588,647,657410,27,Mixed,30
224,Truck,Mercedes,2007,599486,110,590916,79,590700,80,572797,242,463890,1233,514186,775,595717,34,541875,523,584078,141,566989,295,547776,471,576042,212,595742,35,438170,1467,587727,107,Highway,59
225,Bus,Iveco,2022,151778,167,151553,2,148807,18,104187,284,68460,499,56993,568,117877,203,148061,21,145611,37,126381,152,131854,120,121098,184,109904,252,59307,554,144078,47,Urban,57
226,Bus,MAN,2005,1140876,189,1139496,8,1135141,30,1109940,164,1137814,16,1027915,598,1121862,101,1078821,328,1101265,210,1100684,213,1139599,6,1102705,202,1104344,193,1029497,589,1072633,361,Highway,44
227,Bus,Scania,2013,670320,187,668727,9,661833,45,652693,94,626497,234,583927,462,590807,425,612854,307,632362,203,650114,108,642925,146,631619,207,632737,201,499132,915,603890,354,Highway,34
228,Truck,Volvo,2005,1109898,185,1109090,5,1105695,22,1085613,131,1016293,506,1073752,196,1076849,179,1086483,126,1051966,314,1107163,14,1100560,49,1109416,2,1077855,173,961370,802,1050448,322,Urban,76
229,Bus,Scania,2017,821269,344,812388,26,819232,6,773755,138,764097,166,752759,199,754757,193,741673,231,811856,27,789003,94,792442,84,744471,223,777521,127,649752,499,788051,97,Highway,47
230,Car,Honda,2003,332371,50,327073,107,326753,114,312765,395,168515,3281,296637,715,301385,617,259357,1461,276038,1127,325413,140,328700,72,261046,1425,308822,465,164505,3359,274301,1162,Highway,85
231,Truck,Scania,2001,715987,100,711023,49,707938,81,668401,476,708205,79,715950,0,645400,705,702276,138,708129,78,709016,69,690542,256,663045,529,614954,1010,547670,1682,642774,731,Urban,59
232,Car,Ford,2001,1172343,163,1168634,22,1169125,20,1130084,259,1079657,569,1087165,522,1117173,339,1152091,123,1116218,345,1133237,240,1114203,356,1167990,27,1158216,86,1170897,9,1094202,480,Mixed,72
233,Truck,Mercedes,2000,1943057,260,1942230,3,1940468,10,1917781,97,1860897,316,1843517,383,1941033,8,1903429,153,1921702,82,1926695,63,1927925,59,1917843,97,1849561,360,1857127,330,1926564,63,Urban,47
234,Bus,Mercedes,2004,1054795,167,1046201,51,1051843,17,1014984,239,922757,790,982348,434,1008388,277,1002602,313,1004751,300,1008424,278,1049906,30,976033,471,1017063,226,935873,713,1024883,179,Urban,45
